Job Position;Company;Location;Salary;Job Type;Days_Since_Posted;Link;Description
IT Data Engineer Specialist;PT Bussan Auto Finance (BAF);Jakarta Selatan, Jakarta Raya;N/A;Full time;8;https://www.jobstreet.co.id/id/job/85033491?type=standard&ref=search-standalone&origin=jobCard#sol=8ef688dd45dd1ef164323af48b3e010cdde3148c;"Join our team as an 
IT Data Engineer Specialist
 and play a critical role in designing, optimizing, and maintaining our data transformation and warehousing processes. If you’re passionate about data, performance, and collaboration, this role is for you.
Key Responsibilities:
Design, develop, and maintain data transformation processes to cleanse, transform, and aggregate data within the data warehouse.
Optimize and streamline data workflows to ensure efficient processing and storage.
Collaborate with data analysts and business stakeholders to understand data requirements and implement the right data transformations.
Develop and maintain database schemas, tables, and views to support reporting and analytics needs.
Implement data governance policies to ensure data quality, security, and compliance.
Monitor and maintain system performance, troubleshoot issues, and optimize scalability and efficiency in the data warehouse and data pipelines.
Qualifications:
Minimum 3 years of experience in data engineering or a related field.
Strong understanding of data transformation and warehousing concepts and have skill about Python, Bash Linux, SQL Server, PostgresSQL, Docker, Apache Airflow
Familiarity with data governance and security best practices.
Excellent analytical and problem-solving skills."
Production Data Analyst;PT Cahaya Jakarta;Cikarang Selatan, Jawa Barat;N/A;Full time;9;https://www.jobstreet.co.id/id/job/85013869?type=standard&ref=search-standalone&origin=jobCard#sol=b91edfc97e1319c92265e9d186f7bc998f455546;"Let's Join Us!
Embark your Journey & Enrich your potential With Cahaya Jakarta Group Now!
About Cahaya Jakarta Group
Cahaya Jakarta is a leading labeling and packaging company in Indonesia. Established in 1991, Cahaya Jakarta started out as a printing company specializing in self-adhesive label printer. Devoted in supplying our customers with quality service and customized solutions for the packaging.
We strongly believe we are referred to be proactive in providing services that impact people on both professional and personal level. Our vast experience in how labels are printed and applied to various range of product is at your disposal. We understand the challenges and strive to assist you, market your products by producing high quality, attractive and the right label for your product market. Limits are never set; challenges are means for continuous improvements to us.
Qualifications:
Bachelor’s/Diploma in Mechanical , Electrical, Industrial Engineering, or related field.
Minimum 3 years of experience in manufacturing industry.
Experience in the printing industry, especially in label production processes, is a strong advantage.
Good knowledge of end-to-end production processes.
Strong understanding of lean manufacturing , kaizen, and continuous improvement.
Able to read and interpreting technical drawings and work instructions.
Proficient in data analysis and problem-solving tools (QC 7 tools, Pareto, Fishbone).
Proficient in Microsoft Excel and PowerPoint.
Strong communication, analytical skills, and ability to work effectively under pressure and meet tight deadlines.
Fluent in English is preferred.
Willing to be place in Cikarang.
Responsibilities:
Analyze production data and identify discrepancies.
Proactively identify and solve production issues through root cause analysis and effective problem-solving techniques.
Collaborate with the production team to develop, implement, and maintain document SOPs for production processes.
Analyze performance gaps and implement corrective actions to achieve production goals
Establish and update standardized process parameters to ensure consistency and quality
Collaborate with printing specialists to develop and update technical training materials for leaders and operators
Conduct regular reviews of equipment and parts, providing recommendations to maintenance and production supervisors for necessary repairs or replacements
Prepare weekly and monthly reports detailing process improvements and overall production performance"
Inventory Data Analyst;CV.DINAMIKA ARTHA PERSADA;Medan, Sumatera Utara;Rp 5.000.000 – Rp 7.000.000 per month;Full time;4;https://www.jobstreet.co.id/id/job/85092389?type=standard&ref=search-standalone&origin=jobCard#sol=1edb9ddcd751950b9f8d55c9df467edcb0dfcd5d;"Persyaratan :
Pendidikan Minimal S1 Jurusan Statistika, Matematika, Fisika, Teknik Informatika atau bidang terkait.
Pengalaman minimal 2 tahun di bidang Data Analyst / Data Administrator.
Diutamakan kandidat yang memiliki pengalaman di bidang Inventory atau Supply Chain.
Mahir menggunakan Microsoft Excel, khususnya dalam pengolahan data dalam jumlah besar.
Mampu memvisualisasi data dengan tools Power Bi / Tableau (menjadi nilai tambah).
Berdomisili dan penempatan di Kota Medan.
Bersedia dilakukan background checking.
Tugas dan Tanggung Jawab :
Menganalisa kebutuhan inventory di setiap cabang dan memberikan rekomendasi pemesanan barang yang optimal.
Menyediakan laporan kepada cabang terkait barang yang slow moving, mendekati kedaluwarsa (expired), atau mengalami kelebihan stok (overstock) untuk ditindaklanjuti.
Memantau pergerakan barang antar gudang dan cabang, serta melaporkan setiap ketidaksesuaian yang ditemukan."
Data Engineer;N/A;Jakarta Pusat, Jakarta Raya;N/A;Kontrak/Temporer;4;https://www.jobstreet.co.id/id/job/85095550?type=standard&ref=search-standalone&origin=jobCard#sol=3b3c397eeb42fdb94b7a5e60ba17adea993b1143;"1. Data Engineer (Contract)
Location:
 On-site
Job Summary:
We are looking for a skilled 
Data Engineer
 to design, build, and maintain scalable data infrastructure that supports the company’s analytics and data-driven decision-making. You will work closely with data scientists, analysts, and product teams to ensure that our data pipelines and systems are efficient, reliable, and secure.
Key Responsibilities:
Design and build data pipelines to ingest, transform, and process data from various sources.
Implement and optimize ETL processes for structured reporting and analytics.
Develop and maintain data storage solutions, including data lakes and warehouses.
Monitor and troubleshoot data pipeline performance and integrity.
Support data modeling and work with analysts to build dashboards and reports.
(Bonus) Collaborate with data scientists to support machine learning projects.
Requirements:
Strong experience in Python, SQL, or Scala.
Familiar with data pipeline tools like Apache Airflow, Apache Beam, or similar.
Proficient in cloud platforms (AWS, GCP, or Azure).
Experience with relational and NoSQL databases (e.g., PostgreSQL, MongoDB).
Familiar with data warehousing tools such as BigQuery, Snowflake, or Redshift.
Understanding of data modeling, ETL best practices, and version control.
Good communication skills and problem-solving mindset.
Certifications in AWS, GCP, or other data platforms are a plus."
Financial Analyst - Bali - WFO (ID: 678255);PT. PERSOLKELLY Recruitment Indonesia;Bali;Rp 15.000.000 – Rp 20.000.000 per month;Full time;3;https://www.jobstreet.co.id/id/job/85135322?type=standard&ref=search-standalone&origin=jobCard#sol=86111664715e5ab54f34cb36624489efa159eb9b;"Job Responsibilities:
Financial Reporting: 
Monitor business financial performance continuously. 
Provide monthly analysis of direct sale and identify key factor improvement to country manager. 
Provide financial analysis of gross margin by product together with improvement recommendations to stakeholders. 
Providing business cases to business leaders for any new or change on business requirements. 
Collaboration with group for annual budget and quarterly reforecast. o Assist RFM for ad hoc analysis per request. 
Commercial Acumen: 
Prepare insightful analysis of actual results vs. budget and prior year.  
Looking for opportunities to enhance business performance and cost saving initiatives. 
Other ad hoc project and analysis that may be delegated. 
Customer Service Experience: 
Assist business leaders with business planning, budgeting & forecasting and business review. 
Provide insightful business modelling to support in short-term and long-term business initiative. 
Collaborate and share expertise with the business to ensure all their reporting needs are met. 
Offer ideas and initiatives to the business to enhance results and productivity.  
Self-Development:
 
To obtain and maintain up to date with product knowledge and understand company's philosophy. 
Catch up and sharing with leader regularly for business update and improvement area. 
Adopt change and can-do attitude oriented. 
Job Qualifications:
 A bachelor's degree in accounting or finance.  
Minimum 3 years of experience in the position. 
Fluent in written and verbal in both national language and English. 
Experience in communicating with supplier and stakeholders. 
Strong working knowledge of country Banking Procedures. 
Experience in internal administrative and accounting control.  
Well-developed problem-solving skill. 
Effective and constructive communication skill. 
High attention to details & strong time/priority management skills. 
Ability to work independently or in a team environment. 
Personally, aligned with company’s core values. 
Solid collaboration and communication skill (verbal and written)."
System Analyst;PT Ako Media Asia;Jakarta Barat, Jakarta Raya;N/A;Full time;3;https://www.jobstreet.co.id/id/job/85125386?type=standard&ref=search-standalone&origin=jobCard#sol=d2435e952af4fd1400f756ec88f6c1c12de12371;"Looking System Analyst to join our growing team and take ownership in shaping robust, scalable systems. You’ll be working closely with business stakeholders, architects, and engineering teams on large-scale, strategic projects. Your role will span technical design, and system modelling—requiring both critical thinking and adaptability.
 
Responsibilities:
Analyze complex business requirements and translate them into detailed technical specifications and system workflows.
Act as a liaison between business users and technical teams, facilitating communication and aligning expectations.
Lead and facilitate solution design sessions with technical and non technical stakeholders.
Model application and integration processes using PlantUML, or similar notation tools.
Design and document scalable system architectures and data flows, focusing on reusability and maintainability.
Provide knowledge transfer and conduct system walkthroughs with relevant stakeholders.
Ensure documentation is continuously updated and aligned with evolving product and business goals.
Identify gaps, inefficiencies, and opportunities for system and process improvements.
Collaborate in effort estimation and sprint planning to ensure delivery feasibility and accuracy.
 
Qualifications:
Bachelor’s degree in Information Systems, Computer Science, or a related field.
Minimum 3+ years as a System Analyst or equivalent technical role.
Strong problem-solving and critical thinking skills.
Proficient in UML, sequence diagrams, ERDs, and documentation tools (e.g., Confluence, Lucidchart).
Solid understanding of Microservices architecture, REST APIs, and enterprise-level integration patterns.
Excellent verbal and written communication, with the ability to synthesize complex concepts.
Fast learner with adaptability in rapidly changing environments.
Comfortable working independently while collaborating with diverse teams.
Working knowledge of software development lifecycle (SDLC) and Agile methodologies.
 
Bonus Points:
Experience with cloud platforms (AWS, GCP, Azure).
Prior work in telco, fintech, or high-scale transactional systems.
Exposure to DevOps, CI/CD, and API contract-first development.
Experience delivering large, multi-stream, cross-functional system projects."
Data Engineer;MSIG Life Insurance Indonesia Tbk;Jakarta Selatan, Jakarta Raya;N/A;Full time;11;https://www.jobstreet.co.id/id/job/84950537?type=standard&ref=search-standalone&origin=jobCard#sol=74599c05535635c3545fd1d7225e5aea140ef047;"Design, develop, and maintain efficient and scalable data pipelines on GCP using services such as BigQuery, Dataflow, Cloud Storage, Pub/Sub, and other relevant tools.
Implement data quality monitoring processes and systems to ensure the accuracy, consistency, and reliability of production data.
Acquire, aggregate, cleanse, and process structured and unstructured data from diverse internal and external sources.
Optimise data workflows for performance, scalability, and cost-effectiveness within the GCP ecosystem.
Collaborate with data analysts, data scientists, and business stakeholders to understand data needs and deliver solutions that enable actionable insights.
Develop and maintain technical documentation, including data models, data flow diagrams, and pipeline specifications.
Qualifications:
Bachelor Degree from Computer Science (Informatics Engineering)
Having 2-3 years experience as Data Engineer in Life Insurance or Financial Services Industry 
Can operate ETL tools such as Pentaho PDI
Have skill in Data Querying (SQL)
Excellent in problem-solving and attention to detail"
Data Analyst Business Operation Support;PT Bussan Auto Finance (BAF);Jakarta Selatan, Jakarta Raya;N/A;Full time;14;https://www.jobstreet.co.id/id/job/84905136?type=standard&ref=search-standalone&origin=jobCard#sol=684a3722e3af05c596c69a5f036581c4dbd63b61;"Deskripsi Kerja (Data Analyst) :
Menyusun report, membuat simulasi hitung kredit untuk Departemen terkait
Membuat analisa kompetitor & market
Membantu cabang terkait produk baru di Departemen terkait (Business & Operation Support)
 
Kualifikasi :
Pendidikan minimal S1 (semua jurusan), latar belakang pendidikan Matematika dan Statistika lebih disukai
Memiliki pengalaman minimal 2 tahun sebagai data analyst (pengalaman di industri 
multifinance
 lebih disukai)
Terbiasa dan memahami aplikasi (
tools
) untuk analisa data & reporting
Memiliki keterampilan yang sangat baik dalam mengoperasikan Ms Excel dan Ms Power Point
Menguasai SQL lebih disukai"
Benefit Junior Analyst;Perumda Air Minum Jaya;Jakarta Pusat, Jakarta Raya;N/A;Kontrak/Temporer;4;https://www.jobstreet.co.id/id/job/85089638?type=standard&ref=search-standalone&origin=jobCard#sol=cb04e62124f669524176ce2e1fbaba46637cb72a;"KETENTUAN UMUM
Tidak pernah terlibat perbuatan kriminal
Sehat jasmani & rohani
Siap ditempatkan di DKI Jakarta
KETENTUAN KHUSUS
Pendidikan minimal D3
Memiliki pengalaman minimal 1 tahun mengelola administrasi pegawai
Menguasai Microsoft Office (Word, Excel, pivot table)
DESKRIPSI PEKERJAAN
Mengelola administrasi terkait program kesejahteraan pegawai, termasuk santunan duka, bantuan komunikasi, 
car ownership program
, dan bantuan kendaraan roda empat
Mengelola administrasi surat jaminan MCU pre-employment"
Pricing Intern;PT Allo Fresh Indonesia;Jakarta Selatan, Jakarta Raya;N/A;Kontrak/Temporer;3;https://www.jobstreet.co.id/id/job/85127502?type=standard&ref=search-standalone&origin=jobCard#sol=0cf62abd8299b8365049023fcef449aafbbabab5;"Key Responsibilities:
Assist in the analysis of pricing data and promotional effectiveness.
Support the team in developing and implementing pricing strategies and promotional plans.
Create and maintain detailed reports and dashboards using Excel.
Monitor competitor pricing and promotional activities to provide insights.
Collaborate with cross-functional teams to ensure alignment on pricing and promotional initiatives.
Help in the preparation of presentations and documents for internal meetings.
Requirements:
Currently pursuing or recently graduated with a Bachelor’s degree (S1) in Mathematics, Statistics, Economics, Business, or a related field. Other relevant degrees will also be considered.
Proficient in Microsoft Excel, including advanced functions such as VLOOKUP, pivot tables, and data analysis tools.
Strong analytical skills with attention to detail and accuracy.
Excellent organizational and time-management skills.
Ability to work effectively both independently and as part of a team.
Willingness to work from the office Monday to Friday.
Strong communication skills and a proactive attitude."
Data Analyst;Siloam Hospitals Group (Tbk);Karawaci, Banten;N/A;Full time;30;https://www.jobstreet.co.id/id/job/84530525?type=standard&ref=search-standalone&origin=jobCard#sol=38db8d82a562c49e94edac7a1a94a28499b9bdf7;"About the role
As a Data Analyst for 
Siloam Hospitals Group (Tbk)'
, you will play a crucial role in extracting valuable insights from complex data to drive informed business decisions. In this full-time position based in 
Karawaci Banten
, you will be responsible for analysing data, identifying trends and patterns, and presenting your findings to key stakeholders. Your work will have a direct impact on the strategy and growth of this leading healthcare provider.
What you'll be doing
Collecting, cleaning, and organising data from various sources
Performing advanced data analysis to identify trends, patterns, and key insights
Developing and maintaining dashboards and reports to present data in a clear and actionable manner
Collaborating with cross-functional teams to understand business requirements and provide data-driven solutions
Staying up-to-date with industry best practices and emerging data analysis techniques
Continuously improving data processes and systems to enhance the efficiency and accuracy of data-driven decision making
What we're looking for
Bachelor's degree in a quantitative field such as Statistics, Mathematics, or Computer Science
Minimum 3 years of experience as a Data Analyst or in a similar role
Strong proficiency in data manipulation and analysis tools such as SQL, Excel, and Tableau
Excellent problem-solving and critical thinking skills, with the ability to extract valuable insights from complex data
Strong communication skills to present findings effectively to both technical and non-technical audiences
Familiarity with healthcare industry data and regulations is preferred
About us
Siloam Hospitals Group (Tbk)'
 is a leading healthcare provider in Indonesia, operating a network of hospitals and clinics across the country. Our mission is to deliver world-class medical care and improve the well-being of the communities we serve. We take pride in our commitment to innovation, excellence, and empathy, and we are constantly seeking talented individuals to join our dynamic team.
If you are excited by the prospect of making a meaningful impact in the healthcare industry, we encourage you to apply for this Data Analyst role with 
Siloam Hospitals Group (Tbk)'
 today."
Data Analyst;N/A;Jakarta Utara, Jakarta Raya;N/A;Full time;8;https://www.jobstreet.co.id/id/job/85023327?type=standard&ref=search-standalone&origin=jobCard#sol=e3bc816a08624f74ea1d8be8ac71ccdac38eef2e;"Mengumpulkan,menganalisis, mengevaluasi dan melaporkan data penjualan: NOO/PS Reports secara harian/rutin kemudian mengirimkan via e-mail dan media lainnya.
Menarik data merekap, mensortir serta menganalisa data visit sistem penjualan (data Jumlah visit data dan kunjungan dll sesuai pemerintahan) dari seluruh team SE Delisari Nusantara secara Nasional, lalu kirim by-email dan media lainnya secara rutin kepada semua pihak Terkait.
Mengumpulkan laporan penjualan dan tren serta menganalisis kinerja sales yang dievaluasi terhadap target penjualan.
Mengembangkan model pelaporan berdasarkan kebutuhan user, mengusulkan data yang dapat di gunakan oleh perusahaan untuk membantu pembuat keputusan.
Membuat pelaporan adhoc sesuai request team sales & marketing.
Berkomunikasi perihal kebutuhan pembuatan data dari department lainnya
Kualifikasi :
Pendidikan minimal S1, jurusan Sistem Informasi/Administrasi Bisnis
Memiliki pengalaman sebagai Data Analyst minimal 3 tahun (dari perusahaan Food & Beverage/FMCG lebih disukai).
Memiliki pengalaman menggunakan Business Intelligence and dashboard (ex. Data Sales/demographic).
Memiliki pengalaman bekerja dengan data."
Data Analyst Production;ASIA PULP AND PAPER;Serang, Banten;N/A;Full time;15;https://www.jobstreet.co.id/id/job/84864701?type=standard&ref=search-standalone&origin=jobCard#sol=094bd53471f430821dd96f51d4ebad99dd35d09e;"Responsibilities:
Collect and organize data from various sources.
Deliver one effective data visualization dashboard to support data scenario analytics.
Support the team in documenting, managing administration, data sources, analysis results, and reports in an organized, secure, and systematic.
Complete process data analysis as directed and within the given deadline.
Job Requirements:
Bachelor's degree in Data Science, Statistics, or any related field with a minimum GPA 3.00.
Min 2 years experience in related field.
Proficiency in data analysis tools such as Excel, Python, R, Power BI, Tableau, or SQL.
Familiarity with data visualization tools, statistical methods, and database management concepts and tools is a plus
Understanding how to use AI Technology for data processing and analysis is an advantage
Have an understanding related to Project Management skills (Operational Excellent, TPM, TQM, Lean Six Sigma).
Have a good analytical thinking, communication skills, and team work.
Candidates must willing to work at Serang, Banten."
Financial Analyst & Budget Control Specialist;PT Kartika Sari Indonesia;Bandung, Jawa Barat;N/A;Full time;2;https://www.jobstreet.co.id/id/job/85152220?type=standard&ref=search-standalone&origin=jobCard#sol=79e115da9ea45c4513d1beeccc140b72afb83d36;"About the role
We are seeking a highly skilled 
Financial Analyst & Budget Control Specialist to join our growing team at PT Kartika Sari Indonesia. 
This full-time position is based in Bandung, West Java and will play a crucial role in our strategic finance operations.
What you'll be doing
Conduct in-depth financial analysis to support strategic decision-making across the organisation
Prepare detailed budget reports and forecasts, identifying risks and opportunities
Monitor and analyse financial and operational data to provide insightful recommendations
Collaborate with business units to understand their needs and provide tailored financial solutions
Ensure compliance with accounting standards and internal financial controls
Support the month-end close process and the preparation of financial statements
Identify areas for process improvement and implement streamlined reporting systems
Provide financial guidance and mentorship to junior members of the team
What we're looking for
Minimum 3 years of experience in a similar financial analysis or reporting role, preferably in the manufacturing or FMCG industry
Strong proficiency in financial modelling, data analysis and budgeting
Excellent communication and presentation skills, with the ability to translate complex financial information into actionable insights
Proven track record of driving process improvements and implementing efficient reporting systems
Thorough understanding of accounting principles, financial regulations and internal control frameworks
Bachelor's degree in Accounting, Finance or a related field
Certification in ACCA, CPA or CMA is highly desirable
What we offer
At PT Kartika Sari Indonesia, we are committed to providing a supportive and collaborative work environment that fosters professional growth and personal development. In addition to a competitive salary, you will enjoy a comprehensive benefits package including health insurance, retirement contributions, and generous leave entitlements. Our flexible work arrangements and wellness initiatives are designed to support a healthy work-life balance. If you are ready to take the next step in your finance career, we encourage you to apply now.
About us
PT Kartika Sari Indonesia is a leading manufacturer and distributor of premium food products in Indonesia. With a strong focus on quality, innovation, and customer satisfaction, we have established a reputation for excellence in the industry. Our diverse product portfolio and robust supply chain have enabled us to expand our reach across the country and beyond. As we continue to grow, we are committed to investing in our people and fostering a dynamic, collaborative work environment that empowers our employees to thrive.
Apply now"
Data Analyst;TurnkeyID;Batu, Jawa Timur;Rp 5.000.000 – Rp 7.000.000 per month;Full time;9;https://www.jobstreet.co.id/id/job/84987345?type=standard&ref=search-standalone&origin=jobCard#sol=822059cec05f28a8bcf11b229a33f44c0e27bffd;"Qualifications
Proficiency in Python for data analysis, statistical modeling, and visualization. Python is mandatory, with other programming languages as substantial advantages.
Strong problem-solving skills with a systematic approach to analyzing complex datasets and deriving meaningful insights.
Expertise in statistical methods, including hypothesis testing, regression analysis, and probability theory.
Familiarity with machine learning techniques (e.g., supervised and unsupervised learning, time series forecasting) and AI tools is a plus.
Experience with various data types, including time series analysis, is highly valued.
Experience with data analytics tools, including Pandas, NumPy, and SciPy, for data processing and visualization.
1-3 years of experience in data analysis, preferably in financial markets or trading. Fresh graduates with strong analytical skills and relevant project experience are welcome to apply.
Preferably a Bachelor’s degree in Mathematics, Statistics, Data Science, Computer Science, Finance, or a related field with a minimum GPA of 3.2. Candidates with demonstrated expertise in data analysis are welcome to apply regardless of formal education.
Ability to present complex data insights clearly to technical and non-technical stakeholders.
Willingness to work on-site in Batu, Malang.
Key Responsibilities
Analyze trading-related and financial market data to identify trends, patterns, and anomalies that inform strategic decisions.
Process and interpret complex datasets to provide clear, actionable insights for stakeholders, supporting informed risk management, effective trading strategies, and optimized portfolio management.
Clean, transform, and organize large datasets from various sources, including market feeds, on-chain data, or proprietary systems.
Develop and apply statistical models to assess risks, evaluate performance, and validate hypotheses.
Leverage machine learning and AI techniques to enhance models, pattern recognition, anomaly detection, or strategy optimization where applicable.
Build and maintain analytical tools or scripts using Python to streamline data processing and visualization.
Create clear reports, dashboards, and visualizations to communicate findings effectively to non-technical stakeholders.
Work closely with quantitative developers, crypto analysts, and other teams to integrate data insights into trading systems and strategies."
Marketing Analyst;PT Garuda Metalindo;Jakarta Utara, Jakarta Raya;N/A;Full time;11;https://www.jobstreet.co.id/id/job/84947390?type=standard&ref=search-standalone&origin=jobCard#sol=3ce136e6a9225386bd3fb5c35bc9edcc04fb31d7;"Job Description
We are looking for a 
Marketing Pricing Analyst
 to join our commercial team. This role is crucial in driving the company’s profitability through strategic pricing, market analysis, and collaboration with internal stakeholders.
Responsibilities
Conduct market and competitor pricing analysis to identify trends and opportunities
Develop and maintain product pricing structures aligned with market dynamics and company objectives
Collaborate with Sales, Finance, and Product teams to ensure pricing strategies support business goals
Monitor cost structures and analyze the impact of pricing on margin and revenue
Provide data-driven recommendations for pricing adjustments or promotions
Support commercial decision-making through pricing simulations and reports
Requirements
Bachelor’s degree in Marketing, Economics, Statistics, Industrial Engineering, or a related field
Proven analytical and numerical skills with proficiency in Excel (Pivot Tables, VLOOKUP, etc.) and data tools (e.g., Power BI)
Strong business sense with an understanding of pricing models and market behavior
Excellent communication and interpersonal skills
Detail-oriented, proactive, and able to manage multiple priorities"
Data Analyst Officer;PT Mahakarya Warisan Nusantara;Jakarta Selatan, Jakarta Raya;N/A;Full time;25;https://www.jobstreet.co.id/id/job/84636403?type=standard&ref=search-standalone&origin=jobCard#sol=22e19997b6ec010a2d539d0e9a71db60214e4f75;"Tanggung Jawab Utama
Mengumpulkan, mengolah, dan menganalisis data dari berbagai sumber.
Mendukung tim dalam mendokumentasikan, mengelola administrasi, sumber data, hasil analisis, dan laporan secara terorganisasi, aman, dan sistematis.
Bertanggung jawab dalam membuat laporan untuk manajemen dan membantu dalam membuat menyiapkan Business Plan untuk tahun kedepan.
Membantu dalam menghasilkan insight, mengamati, dan memberikan rekomendasi kepada manajemen.
Menerapkan strategi lanjutan untuk mengumpulkan, meninjau, dan menganalisis data.
Menerapkan praktik terbaik untuk komunikasi data yang efektif dalam pemecahan masalah.
Keterampilan, Kualifikasi, dan Pengalaman yang Dibutuhkan
Gelar sarjana dalam bidang Matematika, Statistik, Ilmu Komputer, Accounting atau bidang terkait lainnya.
Minimal 2 tahun pengalaman sebagai Data Analyst atau peran sejenis.
Mahir dalam menggunakan Microsoft Excel level intermediate.
Memiliki kemampuan pemecahan masalah yang kuat dan kemampuan analisa yang baik.
Kemampuan komunikasi yang baik, baik lisan maupun tertulis, untuk menyampaikan temuan dan rekomendasi dengan jelas.
Jika Anda tertarik untuk bergabung dengan tim kami, lamar sekarang!"
Business Analyst;PT. Metrodata Electronics, Tbk;Jakarta Barat, Jakarta Raya;N/A;Full time;4;https://www.jobstreet.co.id/id/job/85106292?type=standard&ref=search-standalone&origin=jobCard#sol=85ae94e9742c70e0c3e6bb04d6a71816f5c71585;"We are looking for an experienced Business Analyst to join our team. If you have excellent programming skills and a passion for developing applications or improving existing ones, we would like to meet you. As a Business Analyst, you’ll work closely with our engineers to ensure system consistency and improve user experience.
Business Analyst
 
roles and responsibilities include:
Perform design an upgrades of information system to meet the business and client needs.
Provide documentation of all processes as needed.
Implement best practices for supportability
Coordinate and communicate effectively with the internal developer team.
 
PT Metrodata Electronics, Tbk (Digital Solution Provider & Technology Innovator) would like to invite you to be part of the company to develop yourself and your skills. If you are: 
Bachelor's Degree,Computer Science/Information Technology
At least 2 year(s) of working experience as Business Analyst
Good Analysis Skill, System Integration, and Good Knowledge in Business Process.
Have background experience as Business Analyst to develop business Application
Preferable have experience working in an insurance company
 
If you meet the requirement we needed, let’s apply for the following open positions. Metrodata not just offer for the job, we offer you for brighter career future."
ENTERPRISE RISK MANAGEMENT ANALYST;PT Pesta Pora Abadi;Malang, Jawa Timur;N/A;Full time;1;https://www.jobstreet.co.id/id/job/85181703?type=standard&ref=search-standalone&origin=jobCard#sol=bc0e9d31cdb7c3b89f90d63cdbda92271b2af112;"Kualifikasi :
Latar belakang Pendidikan : Ekonomi - Akuntansi/Manajemen/ Bisnis 
Pengalaman sebagai Risk Management Corporate minimal 2 tahun
Diutamakan telah mengikuti training/sertifikasi manajemen resiko
Terbiasa menyusun dan mengerjakan risk register 
Terbiasa melakukan pengolahan data, analisis data
Menguasai Ms Office (terutama excel dan power point)
Memahami bisnis proses perusahaan
Memahami dasar-dasar analisis keuangan dan dasar-dasar peraturan keuangan 
Good analytical thinking, good Communicaton skil
Penempatan di Malang, Jawa Timur
 
Deskripsi Pekerjaan :
Menyusun Tata Kelola Risiko Korporasi. 
Memberikan pendampingan kepada organisasi dalam melakukan identifikasi risiko termasuk finansial, operasional, reputasi, dan kepatuhan hukum. 
Menganalisis potensi sumber kerugian untuk meminimalkan risiko dan memperkirakan konsekuensi potensial kerugian yang terjadi. 
Menyusun alat dan metode management risiko untuk pengukuran dan pemantauan proses pengendalian risiko 
Melakukan pengujian dan menganalisis proses bisnis perusahaan khususnya yang memiliki potensi risiko yang signifikan 
Merekomendasikan langkah- langkah penanganan risiko dalam proses bisnis 
Berperan serta dalam pengembangan metodologi dan tools system informasi utk memudahkan pengelolaan risiko 
Mengkomunikasikan kebijakan manajemen risiko dan mengawasi penerapannya"
Marketing Analyst;PT Charoen Pokphand Indonesia;Jakarta Raya;N/A;Full time;1;https://www.jobstreet.co.id/id/job/85188301?type=standard&ref=search-standalone&origin=jobCard#sol=77ba40c6f58a980aa3c702397434520034340a27;"Job Descriptions:
Data collection and analysis - Gather data from multiple sources (e.g. CRM, web analytics, sales, social media), clean and organize data for analysis, use statistical tools to interpret data sets
Market research - Conduct competitor analysis, analyze industry trends, market demands, and customer preferences
Campaign performance tracking - Measure ROI and KPIs of marketing campaigns, identify what’s working and what needs adjustment
Reporting and Insights - Analyze sales dashboards and reports for marketing and leadership teams, translate complex data into actionable recommendations
Customer segmentation - Identify target audiences, help personalize marketing messages based on customer profiles
Forecasting and strategy support - Predict future market trends or customer behavior, support decision-making for product launches, pricing and promotional strategies
Requirements:
Hold min Bachelor’s degree in Computer Science, Information System, Statistics, Marketing, Business or Economics
Has experiences 1 - 3 years in marketing analyst, market research, business intelligence, or a similar role. Preferably has experiences with data analytics in a marketing or digital marketing environment
Technical skills - Analytical tools: Excel advance, Google analytics, SQL, Power BI, Tableau or similar tools, Statistical tools: SPSS, R, Phyton, SAS, familiarity in CRM platforms (e.g. salesforce, HubSpot), knowledge of SEO/SEM, email marketing, or social analytics is a bonus
Strong analytical and critical thinking skills, ability to turn complex data into clear, actionable insights, solid understanding of marketing metrics (ROI, CAC, CLV, conversion rate)
Good communication and presentation skills
Strong attention to detail and accuracy
Work location: Jakarta"
