Job Position;Company;Location;Salary;Job Type;Days_Since_Posted;Link;Description
Operation Analyst Officer (Cilincing, Jakarta Utara);PT Puninar Jaya;Cilincing, Jakarta Raya;N/A;Full time;6;https://www.jobstreet.co.id/id/job/85113402?type=standard&ref=search-standalone&origin=jobCard#sol=aad6e675a4d9f9aa30ca03f267176f5369ecedcb;"Job Description:
Monitoring utilisasi unit 
truck
 dan 
driver
 dari Pool
Monitoring pemakaian luas warehouse (
indoor
 dan 
outdoor
)
Monitoring 
revenue
 & 
cost Operation
 
by
 Pool & BG
Membuat 
control
 
chart order monitoring
 
by
 Pool dan Branch
Menyiapkan dan menganalisa data-data jika ada penyimpangan dari FS (
Feasibility Stud
y)/ kontrak yang sudah disepakati dengan 
Customer
Menganalisa setiap 
control chart
 (
on time delivery, lead time,
 utilisasi) Operation untuk memperbaiki proses internal Operation
Menyiapkan data 
lead time
 (data yang diperoleh dari CMT) untuk kebutuhan 
Accounting
Membuat 
control chart daily report
 berdasarkan SLA
Melakukan pengukuran SLA berdasarkan standar Puninar
Mempersiapkan bahan review operation (KPI dan issue operational) All Dept. Operation untuk management report
Spesial project untuk analisa data operation sesuai kebutuhan BOD
Tingkat Pendidikan & Pengalaman:
Maksimal 27 tahun
S1 Diutamakan Jurusan Teknik Industri/Akuntansi
Fresh graduate
 atau pengalaman maksimal 2 tahun data analyst atau logistic
Bersedia ditempatkan di Cilincing, Jakarta Utara
 
Pengetahuan & Ketrampilan:
Mempunyai kemampuan analisa data, dan memecahkan masalah & kemampuan presentasi yang baik
Bisa mengoperasikan komputer dengan baik & terbiasa bekerja dengan Ms Office: Ms. Excell, Power Point, Word
Memiliki kemampuan dalam pengaturan administrasi dan dokumentasi dengan baik Memiliki kemampuan 
Problem Solving
Memiliki kemampuan berpikir analis dan logis"
IT Database Administrator Analyst;PT Wahana Duta Jaya Rucika;Gambir, Jakarta Raya;N/A;Kontrak/Temporer;4;https://www.jobstreet.co.id/id/job/85190152?type=standard&ref=search-standalone&origin=jobCard#sol=81b332934906daba207d0097507b7fc0a658c097;"Job Description:
• Mengkonfigurasi dan mengelola sistem manajemen basis data seperti MS SQL Server, My SQL, Postgre SQL (direkomendasikan berpengalaman di MS SQL Server)
• Memantau kinerja basis data, mengidentifikasi masalah, mengoptimalkan query serta penggunaan sumber daya atau peformance 
• Membuat dan mengelola berbagai cadangan atau backup database serta rencana pemulihan bencana atau restore
• Berpengalaman dalam implementasi keamanan dan integritas database seperti menerapkan patching, kontrol akses, enkripsidan prosedur pemantauan
• Berkolaborasi dengan tim pengembang aplikasi untuk memenuhi persyaratan data untuk kegiatan deployment production
• Mengembangkan dan menerapkan prosedur operasional standar untuk pengelolaan database
Qualification:
• S1 Ilmu Komputer / Sistem Informasi / bidang terkait
• Minimal 3-5 tahun pengalaman sbg IT Database Administrator
• Mampu bekerja dibawah tekanan, teroganizir dan self motivated
• Penempatan di Jakarta, tapi memungkinkan untuk menuju area lain di seluruh bisnis unit untuk keperluan visit/proyek"
Sales Data Analyst;PT Eka Bogainti;Jakarta Timur, Jakarta Raya;N/A;Full time;16;https://www.jobstreet.co.id/id/job/84909433?type=standard&ref=search-standalone&origin=jobCard#sol=11c5c68769c161ba37133f5dfe1c3dd1594343c7;"Job Description :
Performing analysis to assess quality and meaning of data
Developing data in a readable format
Identify, analyze, and interpret patterns and trends in complex data sets that could be helpful for the diagnosis and prediction of a successful marketing programs
Requirements :
Candidate must possess at least Bachelor's Degree in any major (preferably Math, Economics, Statistic).
At least 2 Year of working experience in the related field
Proficiency in Ms. Excell
Great data analytics skills
Willing to placement at Ciracas, East Jakarta"
Master Data Management Intern;Danone Indonesia;Jakarta Selatan, Jakarta Raya;N/A;Kontrak/Temporer;4;https://www.jobstreet.co.id/id/job/85184173?type=standard&ref=search-standalone&origin=jobCard#sol=05a930102d56bf185f5f8fdcfb4db36dc375b6f0;"We are seeking a highly motivated and organized active student to join our team as a Master Data Intern. This is a temporary clerical position focused on supporting the successful implementation of our new System. In this role, you will play a vital part in ensuring the accuracy and completeness of our master data.
Responsibilities:
Assist with the creation, update, and maintenance of master data within the system.
Follow up on data requests submitted through several systems.
Liaise with internal stakeholders to gather and clarify data requirements.
Perform data quality checks and identify inconsistencies.
Document processes and procedures related to master data management.
Maintain clear and concise records of all activities.
Qualifications:
Only for Undergraduate Students, from any major
Strong proficiency in Microsoft Excel, including data analysis.
Prior experience with data management or document management systems.
Demonstrated understanding of the English language (written and verbal).
Ability to learn new software and adapt to changing priorities.
Strong attention to detail and a commitment to accuracy.
Ability to work independently and as part of a team."
Data Analyst Staff;PT Perindustrian Bapak Djenggot (Orang Tua Group);Jakarta Barat, Jakarta Raya;N/A;Full time;27;https://www.jobstreet.co.id/id/job/84645827?type=standard&ref=search-standalone&origin=jobCard#sol=abf821c70818c31b3372b14728c67e6dea550a05;"Qualifications:
Bachelor's degree in Statistic, Mathematics, Information System, or Industrial Engineering
Minimum GPA of 3.00
Proficient in Microsoft Office especially 
Microsoft Excel
Willing to be placed in 
Jakarta Barat
Job Description:
Interpret and analyze data using statistical techniques
Provide reports to meet information needs"
Marketing Analyst;PT Garuda Metalindo;Jakarta Utara, Jakarta Raya;N/A;Full time;13;https://www.jobstreet.co.id/id/job/84947390?type=standard&ref=search-standalone&origin=jobCard#sol=040d5d9d55b4c574b06be43e5dd822f9498d9757;"Job Description
We are looking for a 
Marketing Pricing Analyst
 to join our commercial team. This role is crucial in driving the company’s profitability through strategic pricing, market analysis, and collaboration with internal stakeholders.
Responsibilities
Conduct market and competitor pricing analysis to identify trends and opportunities
Develop and maintain product pricing structures aligned with market dynamics and company objectives
Collaborate with Sales, Finance, and Product teams to ensure pricing strategies support business goals
Monitor cost structures and analyze the impact of pricing on margin and revenue
Provide data-driven recommendations for pricing adjustments or promotions
Support commercial decision-making through pricing simulations and reports
Requirements
Bachelor’s degree in Marketing, Economics, Statistics, Industrial Engineering, or a related field
Proven analytical and numerical skills with proficiency in Excel (Pivot Tables, VLOOKUP, etc.) and data tools (e.g., Power BI)
Strong business sense with an understanding of pricing models and market behavior
Excellent communication and interpersonal skills
Detail-oriented, proactive, and able to manage multiple priorities"
Credit Analyst - Jakarta;PT Toyota Astra Financial Services;Jakarta Raya;N/A;Full time;20;https://www.jobstreet.co.id/id/job/84803521?type=standard&ref=search-standalone&origin=jobCard#sol=4b41eff7ec5428be959063696e35cd342d6e7a2a;"Deskripsi Pekerjaan:
Menganalisa setiap aplikasi yang masuk berdasarkan data atau informasi yang diterima, serta mencari informasi lain baik dari lembaga pembiayaan atau media lainnya untuk mendukung target penjualan dengan potensi kerugian yang minimal.
Memberikan rekomendasi berdasarkan hasil analisa kredit untuk memberikan gambaran menyeluruh atas aplikasi kredit.
Memberikan keputusan kredit sesuai kewenangan yang dimiliki untuk mendukung target penjualan dengan potensi kerugian yang minimal.
Memonitor produktivitas, meningkatkan kualitas proses dan hasil analisa kredit untuk mencapai target performa yang ditetapkan.
Memberikan pelayanan kepada pelanggan dan/atau rekan kerja sesuai dengan standar service perusahaan sebagai bagian dari pekerjaan untuk mendukung terciptanya budaya service perusahaan.
Kualifikasi:
Terbuka bagi lulusan baru atau dengan pengalaman kerja 1 tahun
Minimal pendidikan S1, semua jurusan
IPK minimal 3.00/4.00
Teliti, mampu menyelesaikan tugas secara efektif dalam tenggat waktu terbatas, berintegritas tinggi
Kandidat non ex dealer/sales akan diutamakan
Penempatan di Head Office (Gatot Subroto, Jakarta Selatan)"
Marketing Research Assistant Manager;PT. LIUGONG FINANCE INDONESIA;Jakarta Utara, Jakarta Raya;Rp 10.000.000 – Rp 12.000.000 per month;Full time;14;https://www.jobstreet.co.id/id/job/84936394?type=standard&ref=search-standalone&origin=jobCard#sol=7a7a37641f3d6284bea37d3e092cbb04fdc2e73e;"HIRING Market Research & Risk Insight Analyst
📍 
Placement: Jakarta
 | 🏢 
PT LiuGong Finance Indonesia
We're looking for a strong and analytical individual to join our Risk or Market Research team!
You don’t have to come strictly from a multifinance company, but experience in the financial or leasing industry is a strong plus.
Tasks & responsibilities:
Minimum S1 in Statistics, Mathematics, Economics, or related fields
GPA: Minimum 3.0
Can do data forecasting and data visualisation
People and team management and Planning and organization skill
Problem solving, Numeracy and analytical, Critical thinking and Strategic thinking
Qualifications & experience:
Conduct comprehensive research on macroeconomic trends, competitor behavior, industry developments, and geopolitical risks
Monitor global and regional events with potential impact on the company’s risk exposure
Support development of macroeconomic scenarios for enterprise risk stress testing
Coordinate with cross-functional teams (Risk, Finance, and Business Units) to integrate market insights into risk planning and business strategy
Ensure all research tools, models, and databases are regularly updated and accurate
Guide and mentor team members in market analysis, data interpretation, and risk communication"
Information Technology SAP CO/PS/PM/MM Officer;Agung Sedayu Group;Jakarta Utara, Jakarta Raya;N/A;Full time;3;https://www.jobstreet.co.id/id/job/85194229?type=standard&ref=search-standalone&origin=jobCard#sol=e1db660e908d3adba19bae78342d0b4a0c5692ad;"Deskripsi Pekerjaan:
Melakukan implementasi operasional sistem ERP untuk memastikan semua modul berfungsi dengan baik sesuai dengan spesifikasi yang ditetapkan.
Mengkoordinasikan proses integrasi ERP dengan sistem lain dalam organisasi untuk memastikan konsistensi data dan efisiensi alur kerja lintas fungsi.
Melakukan evaluasi berkala untuk mengidentifikasi area yang memerlukan perbaikan.
Memberikan pelatihan kepada pengguna terkait pengguna sistem ERP secara efektif.
Melaksanakan segala kebijakan, instruksi, tugas dan arahan pimpinan yang ditetapkan kemudian.
 
Persyaratan:
Pendidikan : S1 Sistem Informasi, Teknologi Informasi, Ilmu Komputer, dan jurusan serupa.
Pengalaman Kerja : 
1 tahun pengalaman kerja di bidang yang sama.
Pengalaman melaksanakan implementasi berbagai modul SAP."
Apprenticeship - Market Researcher;PT Prudential Life Assurance;Jakarta Selatan, Jakarta Raya;N/A;Kontrak/Temporer;4;https://www.jobstreet.co.id/id/job/85166012?type=standard&ref=search-standalone&origin=jobCard#sol=546c2e14f37d807d61511f39ca950f390c279941;"Responsibilities:
To assist generating online survey questionnaire, inclusive of analysis and reporting
To do desk research related to insurance market
To assist in handling administrative tasks
Requirements:
Fresh Graduate or Final-year Student from any major (Mathematics / Statistics / Psychology / Sociology / Data Science / Management / Business / Finance / Economics, or any related major)
Having experience generating online survey through any platform (e.g. SurveyMonkey, Google Form, etc.) 
Advance in Microsoft Office especially Ms. Excel
Strong numerical and analytical skills with a keen interest in analyzing data to provide recommendations and insight 
Good communication skills (verbal & non verbal, both in English and Bahasa Indonesia)
Can-do attitude
Willing to do WFO (3x a week) and WFH (2x a week) in South Jakarta
Committed to do 6 months internship"
ESG Compliance Analyst;PT Tower Bersama Infrastructure, Tbk;Jakarta Selatan, Jakarta Raya;N/A;Full time;28;https://www.jobstreet.co.id/id/job/84623729?type=standard&ref=search-standalone&origin=jobCard#sol=17e84149e46a12b4ab6ef1b05df91a5ba31d856f;"Responsibilities:
Preparation of documents that related to GRESB (Global Real Estate Sustainability Benchmark) policies
Support GRESB & ESG Certification
Having experience with GHG Calculation / Life Cycle Assessment / Climate Risk Assessment / Sustainable Developmeny Operation & Energy
Support for implementation of ISO 14001 & 14064* (will be an advantage)
Developing models and conducting analyses to predict the impact of potential environmental hazards
Preparing reports about findings, conclusions, and recommendations for future action
 
Requirements:
Minimum Bachelor Degree in Environmental Engineering (preference)
Minimum 5 years experience in QHSE field
Understand and having experience in implementation of ISO 14064 and ISO 14001
Having abilility to operate canva
Having experience related to GHG (a must) and GRESB (preference)
Willing to travel for business trip
Fluent in English"
Data Support (Makassar);PT Depoguna Bangunan Online;Makassar, Sulawesi Selatan;N/A;Full time;18;https://www.jobstreet.co.id/id/job/84867661?type=standard&ref=search-standalone&origin=jobCard#sol=8ccfce72119e831a737337f8a33fba51a308553f;"Kualifikasi:
Berpengalaman min. 2 th di bidang Project support, terbiasa memahami proses yang berjalan.
Berpengalaman melakukan support pelaksanaan project mulai dari data setting, mapping data, pengecekan integrasi data ke system sampai dengan sosialisasi event terlaksana.
Berpengalaman dalam menangani masalah dan perubahan-perubahan yang terkait dengan aktivitasnya secara tepat sehingga isu-isu yang ada tersebut dapat terselesaikan.
Berpengalaman dalam melakukan monitoring terhadap fitur/proses yang berjalan pada project.
Terbiasa dalam menyediakan laporan-laporan terkait yang dibutuhkan oleh manajemen."
Project Improvement System;PT Tambang Sulawesi Hijau;Jakarta Utara, Jakarta Raya;N/A;Full time;3;https://www.jobstreet.co.id/id/job/85194015?type=standard&ref=search-standalone&origin=jobCard#sol=b2a1009a835371e75f1441b271538611d9617339;"WE ARE PART OF PANCARAN GROUP
 
Kualifikasi:
Pendidikan minimal S1 di bidang Teknik Informatika atau Sistem Informasi.
Berpengalaman minimal 2 tahun sebagai System Analyst atau Business Analyst.
Memiliki pengalaman dalam peningkatan proses menggunakan SAP atau sistem open source.
Tugas dan tanggung jawab:
Menganalisis proses bisnis dan mengimplementasikannya dalam pengembangan sistem.
Menganalisis data dan informasi terkait sistem untuk meningkatkan efektivitas operasional.
Mengontrol dan mengevaluasi setiap proyek, serta memberikan laporan perkembangan proyek secara berkala dan berjalan sesuai target.
Membuat desain sistem yang efektif dan efisien untuk mendukung kelancaran operasional.
Komunikasi lintas departemen untuk memahami kebutuhan dan kendala operasional yang memerlukan improvement dan memberikan pelatihan serta sosialisasi kepada karyawan terkait sistem dan prosedur improvement.
Penempatan: Head Office, Kelapa Gading"
Junior Data Analyst;PT Mikatasa Agung;Surabaya, Jawa Timur;N/A;Full time;13;https://www.jobstreet.co.id/id/job/84948590?type=standard&ref=search-standalone&origin=jobCard#sol=880d8103e1d6b4efb550a2097970b59f0bd4a646;"Melakukan desain dan pengembangan proses manajemen data
Mengidentifikasi, menganalisa dan menafsirkan tren atau pola dalam kumpulan data kompleks
Merancang model survey sekaligus menganalisis data survey yang berhubungan dengan produk dan perilaku konsumen
Melakukan visualisasi terhadap hasil penelitian dalam bentuk dashboard (data, grafik)
Kualifikasi: 
S1 jurusan Sistem Informasi / Statistika
Pengalaman min. 1 tahun sebagai data analyst (termasuk pengalaman magang)
Menguasai pengoperasian Ms. Excel dan penggunaan fungsi seperti VLOOKUP, PIVOT, INDEX-MATCH, dll
Memahami dasar pengambilan data dari database (SELECT, JOIN, GROUP BY, WHERE, dll).
Memahami bahasa pemrograman:
Python (pustaka: pandas, numpy, matplotlib, seaborn)
R (untuk analisis statistik)
Memahami program visualisasi data (Power BI/R Studio/Looker Studio)
Memiliki pemahaman dasar tentang statistik deskriptif (mean, median, modus, standar deviasi, korelasi)"
IT Data Management (Data Base Administrator) Specialist;PT Bussan Auto Finance (BAF);Jakarta Selatan, Jakarta Raya;N/A;Full time;9;https://www.jobstreet.co.id/id/job/85063723?type=standard&ref=search-standalone&origin=jobCard#sol=446f3c9a6d3f92b466e09dfadbab9a4298b6392a;"Join our team as an 
IT Database Administrator Specialist
 and play a critical role in designing, optimizing, and maintaining our data transformation and warehousing processes. If you’re passionate about data, performance, and collaboration, this role is for you.
Key Responsibilities:
Ensure Database System is in accordance with SLA (Service Level Agreement) and compliance / regulatory.
Create & manage database system in development, testing & production area. Perform database system maintenance. Perform monitoring & repair if there is a problem with the database system.
Perform analysis & performance tuning in the database system.
Manage database objects, including tables, clusters, indexes, views, sequences, packages & procedures and manage Data Batch Job Process.
Perform installation, configuration & upgrade database system & tools that access the database.
Perform database backup & restore for production area.
Implement & implement security procedures in the database system.
Create monthly reports for database system activities.
Manage & coordinate with database system vendors & principals.
Qualifications:
Minimum 3 years of experience in data engineering or a related field.
Strong understanding of Relational Database Management System, Operating System, Virtualization / Container, Oracle, SQL Server, PostgreSQL, Window Server OS, Linux OS, Microsoft SSIS
Familiarity with data governance and security best practices.
Excellent analytical and problem-solving skills."
Business Process Improvement Specialist;PT Catur Mitra Sejati Sentosa ( Mitra10 );Tangerang, Banten;N/A;Full time;5;https://www.jobstreet.co.id/id/job/85137441?type=standard&ref=search-standalone&origin=jobCard#sol=bd3c5903c9c11e6e2e06187a4beacbc2e244b8d1;"Requirements:
Bachelor’s Degree Degree in Information Systems, Information Technology, Industrial Engineering or equivalent.
At least 3 years of working experience in related field is required for this position (
Experience in Process Improvement Projects, Operational Efficiency Enhancement, or Digital Transformation is a must
).
Expertise in Business Process Analysis, Data Analysis, Business Innovation Management, Business Process Design and Modelling, Project Management.
Has Participated in System Development Projects, Digital Transformation Initiatives, or IT Implementation.
Excellent in Problem-Solving and Analytical Thinking with the ability to drive execution of ideas.
Willing to be placed in Head Office - Gading Serpong."
Data, Information, and Operations Analyst (Night Shift);Haven Foods;Surabaya, Jawa Timur;Rp 10.000.000 – Rp 15.000.000 per month;Full time;13;https://www.jobstreet.co.id/id/job/84954499?type=standard&ref=search-standalone&origin=jobCard#sol=d0d1ac74450e4173f8cecd53a9aaf2c118e8722f;"About the role
Join our team at Haven Foods' as a Data, Information, and Operations Analyst (Night Shift) based in Surabaya, East Java. In this full-time position, you will play a crucial role in supporting our business operations and strategic decision-making processes through data analysis and insights.
What you'll be doing
Working from 8pm to 4am (Mandatory)
Collect, analyse, and interpret complex data from various sources to identify trends, patterns, and opportunities for process improvements
Develop and maintain reporting dashboards and analytics tools to provide real-time visibility into our operations
Collaborate with cross-functional teams to understand business requirements and translate them into actionable data-driven solutions
Identify and address operational bottlenecks, optimise workflows, and implement data-driven strategies to enhance efficiency
Provide regular updates to management on the performance of our operations
Support the implementation of new systems and technologies to streamline data management and reporting
What we're looking for
Bachelor's degree in Business Analyst, Data Analyst, Information Technology, or a related field
2-5 years of experience as a business/systems analyst, data analyst, or operations analyst
Strong analytical and problem-solving skills with the ability to derive insights from complex data sets
Proficiency in data manipulation, visualization, and reporting tools (e.g., Excel, Power BI, SQL)
Excellent communication and interpersonal skills to effectively collaborate with cross-functional teams
Ability to work effectively in a fast-paced, deadline-driven environment, with a focus on delivering high-quality results
Familiarity with supply chain, logistics, or manufacturing operations is preferred
What we offer
At Haven Foods', we are committed to providing our employees with a rewarding and supportive work environment. In addition to a competitive salary, we offer a range of benefits, including:
Health insurance coverage
Opportunities for professional development and career growth
About us
Haven Foods' is a leading provider of high-quality food products, serving customers Worldwide. With a strong focus on innovation, sustainability, and customer satisfaction, we are dedicated to delivering exceptional value to our clients. Join our team and be a part of our continued success story.
Apply now to take the next step in your career with Haven Foods."
Logistik Staff – Support & Data Analyst (Head Office);PT Yafindo Global Investama;Jakarta Raya;N/A;Full time;17;https://www.jobstreet.co.id/id/job/84890235?type=standard&ref=search-standalone&origin=jobCard#sol=2245fecc1ca5a8162797c1e089b3adcaef5ebe09;"Deskripsi Pekerjaan:
Logistik Staff – Support & Data Analyst akan bertanggung jawab dalam membantu operasional logistik sehari-hari, menganalisis kebutuhan logistik sesuai data permintaan cabang/depo, dan menyajikan laporan analitis untuk mendukung keputusan manajerial.
Tanggung Jawab Utama:
Mendukung aktivitas logistik harian termasuk distribusi, pengadaan, dan pengendalian stok.
Mengumpulkan dan mengolah data kebutuhan logistik dari cabang dan depo.
Menyusun laporan dan analisis kebutuhan barang, tren pemakaian, serta forecasting logistik.
Bekerja sama dengan Logistik Operation Manager dalam menyusun perencanaan dan strategi pengadaan.
Membuat dan mengelola sistem reporting otomatis berbasis Microsoft Excel (terutama macro dan VBA).
Meningkatkan efisiensi proses logistik dengan rekomendasi berbasis data.
Memastikan administrasi dan dokumentasi logistik tersimpan dengan baik dan akurat.
Kualifikasi:
Minimal pendidikan D3/S1, diutamakan dari jurusan Logistik, Teknik Industri, Manajemen, atau setara.
Pengalaman minimal 2 tahun di bidang logistik/operasional.
Memiliki 
penguasaan tinggi dalam Microsoft Excel
, terutama 
macro dan VBA
 (WAJIB).
Mampu membaca dan menganalisis data secara akurat dan logis.
Memahami proses operasional logistik seperti distribusi barang, inventory control, dan supply chain.
Teliti, terstruktur, dan mampu bekerja secara mandiri maupun tim.
Komunikatif dan memiliki kemampuan koordinasi lintas divisi.
Nilai Tambah (Optional but preferred):
Pernah bekerja di perusahaan distribusi FMCG/retail.
Menguasai software lain terkait analisis data seperti Power BI/Tableau (nilai tambah).
Familiar dengan sistem ERP/logistik internal perusahaan."
Data Analyst Production;ASIA PULP AND PAPER;Serang, Banten;N/A;Full time;18;https://www.jobstreet.co.id/id/job/84864701?type=standard&ref=search-standalone&origin=jobCard#sol=50434eb6c167349f48bc67cd8672a323dad7bd68;"Responsibilities:
Collect and organize data from various sources.
Deliver one effective data visualization dashboard to support data scenario analytics.
Support the team in documenting, managing administration, data sources, analysis results, and reports in an organized, secure, and systematic.
Complete process data analysis as directed and within the given deadline.
Job Requirements:
Bachelor's degree in Data Science, Statistics, or any related field with a minimum GPA 3.00.
Min 2 years experience in related field.
Proficiency in data analysis tools such as Excel, Python, R, Power BI, Tableau, or SQL.
Familiarity with data visualization tools, statistical methods, and database management concepts and tools is a plus
Understanding how to use AI Technology for data processing and analysis is an advantage
Have an understanding related to Project Management skills (Operational Excellent, TPM, TQM, Lean Six Sigma).
Have a good analytical thinking, communication skills, and team work.
Candidates must willing to work at Serang, Banten."
Process Improvement Officer;PT Bali Towerindo Sentra Tbk;Jakarta Raya;N/A;Full time;5;https://www.jobstreet.co.id/id/job/85133679?type=standard&ref=search-standalone&origin=jobCard#sol=6ceaddd3bd05d2923e2dcf0a8daab0f5acc487b8;"Qualifications:
Bachelor’s degree in Business Administration, Management, Industrial Engineering, Information Systems, or a related field from a reputable university.
Minimum of 5 years of experience in business process mapping or reengineering, SOP development, process compliance, and continuous improvement initiatives.
Skilled in project management, with the ability to lead process improvement implementations and ensure timely project completion.
Strong knowledge of business process modeling using BPMN, Microsoft Visio, or similar tools.
Excellent written and verbal communication skills, with the ability to communicate clearly and effectively across all organizational levels.
Self-directed, accountable, and committed to meeting deadlines.
Proactive, results-driven, and detail-oriented, with a strong sense of urgency and ownership over deliverables.
Demonstrates strong analytical, critical thinking, design thinking, and problem-solving skills.
Able to understand business processes holistically and systematically, identifying interdependencies between various functions.
Capable of benchmarking and analyzing business processes to identify opportunities for optimization and alignment with best practices.
Responsibilities:
Study and map existing business processes and systems to identify inefficiencies and improvement opportunities.
Develop and review company procedures to ensure alignment with business objectives and regulatory requirements.
Analyze, design, document, and propose enhancements to current business processes for increased efficiency and effectiveness.
Conduct compliance reviews to ensure operational adherence to established policies and procedures.
Act as a Subject Matter Expert (SME) for Continuous Improvement initiatives, delivering coaching, training, and workshops as needed.
Collaborate with business owners to align and optimize end-to-end business processes.
Work closely with cross-functional teams to lead improvement projects that support the organization’s strategic goals.
Support the development and execution of change management plans in alignment with business transformation initiatives.
Facilitate employee training and communication sessions to ensure proper understanding and implementation of updated business processes.
Prepare reports and presentations on process improvement progress and outcomes for relevant stakeholders."
Data Analyst TM;PT Nirwana Lestari.;Tangerang, Banten;Rp 9.000.000 – Rp 12.000.000 per month;Full time;19;https://www.jobstreet.co.id/id/job/84813558?type=standard&ref=search-standalone&origin=jobCard#sol=5ceea1f5dff6270fa4d861bf0f57b8c28d7f3d8e;"Tanggung Jawab Utama:
	•	Mengelola dan menganalisis data STC > 8 Account secara mingguan (weekly).
	•	Menyusun dan mereview laporan data STT secara rutin.
	•	Melakukan analisis data untuk menghasilkan insight dan rekomendasi bagi tim operasional.
	•	Menyediakan data akurat dan terstruktur untuk kebutuhan manajemen dan pengambilan keputusan.
	•	Bekerja sama dengan tim lintas fungsi untuk memastikan data yang digunakan valid dan up to date.
Kualifikasi yang Dibutuhkan:
	•	Pengalaman minimal 3 tahun di bidang data, terutama dalam analisis dan pengolahan data skala besar.
	•	Mampu bekerja dengan Excel tingkat lanjut (minimal kemampuan 9/10).
	•	Terbiasa dengan proses cleaning, processing, dan visualisasi data.
	•	Memiliki kemampuan analitis yang kuat dan perhatian terhadap detail.
	•	Pendidikan minimal S1 (Statistika, Matematika, Teknik Industri, Ekonomi, atau bidang relevan)."
Data Analyst;A&W Restaurants Indonesia;Jakarta Utara, Jakarta Raya;N/A;Full time;11;https://www.jobstreet.co.id/id/job/85029069?type=standard&ref=search-standalone&origin=jobCard#sol=a1041a6a1648f2956bff1f94a96d5b2b56c18660;"We’re looking for a skilled Data Analyst with a passion for numbers and a solid understanding of the Food & Beverage (F&B). This role is ideal for someone who thrives on turning complex data into clear business insights and enjoys working cross-functionally with teams like operations, marketing and finance.
Responsibilities:
Sales & Revenue Analysis: Track and interpret key metrics such as average order value, sales per item, and revenue trends.
Inventory & Supply Chain Analysis: Monitor food costs, wastage, and inventory turnover to optimize supply chain performance.
Customer Behavior Analysis: Identify patterns in customer preferences, peak hours, and feedback for improved service and retention.
Operational Efficiency: Analyse data on staffing, kitchen output, and delivery times to improve day-to-day operations.
Menu Engineering: Evaluate item profitability and popularity to support strategic menu decisions.
Cost of Goods Sold (COGS): Assess how raw material costs influence profit margins.
Seasonality & Promotions: Analyse the impact of holidays, seasons, and marketing campaigns on sales performance.
POS Systems: Work with data from systems to derive actionable insights.
Fixed Asset Records: Verify and manage records of fixed assets at various restaurant locations.
Requirements:
Bachelor’s degree (S1) in Mathematics, Statistics, or a related quantitative field.
At least 3 years of experience in the F&B or relevant industry.
Advanced Excel skills, including formulas, pivot tables, dashboards, and charts.
Experience working with relational databases (e.g., querying sales and inventory data).
Basic programming knowledge for analysis using Python, SQL, or similar tools.
Strong communication skills with the ability to explain technical findings to non-technical teams (managers, marketers).
Problem-solving mindset with a keen eye for uncovering insights that drive business decisions.
Collaborative attitude and experience working with cross-functional teams."
Data Analyst;N/A;Jakarta Utara, Jakarta Raya;N/A;Full time;11;https://www.jobstreet.co.id/id/job/85023327?type=standard&ref=search-standalone&origin=jobCard#sol=81f12151564ee8cf4be9332abdb5aa89f1fe4d58;"Mengumpulkan,menganalisis, mengevaluasi dan melaporkan data penjualan: NOO/PS Reports secara harian/rutin kemudian mengirimkan via e-mail dan media lainnya.
Menarik data merekap, mensortir serta menganalisa data visit sistem penjualan (data Jumlah visit data dan kunjungan dll sesuai pemerintahan) dari seluruh team SE Delisari Nusantara secara Nasional, lalu kirim by-email dan media lainnya secara rutin kepada semua pihak Terkait.
Mengumpulkan laporan penjualan dan tren serta menganalisis kinerja sales yang dievaluasi terhadap target penjualan.
Mengembangkan model pelaporan berdasarkan kebutuhan user, mengusulkan data yang dapat di gunakan oleh perusahaan untuk membantu pembuat keputusan.
Membuat pelaporan adhoc sesuai request team sales & marketing.
Berkomunikasi perihal kebutuhan pembuatan data dari department lainnya
Kualifikasi :
Pendidikan minimal S1, jurusan Sistem Informasi/Administrasi Bisnis
Memiliki pengalaman sebagai Data Analyst minimal 3 tahun (dari perusahaan Food & Beverage/FMCG lebih disukai).
Memiliki pengalaman menggunakan Business Intelligence and dashboard (ex. Data Sales/demographic).
Memiliki pengalaman bekerja dengan data."
Data Analyst Staff;PT Sukanda Djaya;Jakarta Raya;N/A;Full time;25;https://www.jobstreet.co.id/id/job/84709914?type=standard&ref=search-standalone&origin=jobCard#sol=f890ee10c056de6e25a6009a620d5cc863f0fa5f;"Responsibilities:
Process and analyze data to deliver accurate and timely routine and ad hoc reports
Enhance data processing and analysis workflow based on best practices 
Actively support and execute various initiatives to meet business and management needs
Facilitate user requests for reporting or analytical enhancements
Requirements:
Bachelor's degree in Management, Business, Accounting Information Systems, Industrial Engineering, or other relevant fields
Fresh graduate or up to 1 year of experience in data analysis background
Excellent in Microsoft Excel. Experience with Excel Macros/VBA is a strong value added
Proficient communication skills in English, both written and verbal
Demonstrated ability to manage multiple tasks, prioritize effectively, and work collaboratively with cross-functional teams
Willing to be placed in Jakarta/Cibitung"
